,tweets,label,username,location
525,@Jason_Aldean What the hell is wrong with you? Scumbag trump is trying to become our dictator. Why you would help him is beyond me. Praise him? You're sick. Praise goes to Jesus. trump is obviously your god. You must hate America as much as the scumbag. Shame on you. 🤮🤮🤮🤮🤮🤮,,marypatterson3,"san leon, tx"
526,"@ruthbenghiat I can't imagine using a political statement as an excuse to kill, injure, steal, and cause panic accross the nation. Trump caused harm to our polititians, who are people too!",,GamersTrump,
527,I’ll tell y’all right here just because you support trump or your an republican does not mean that the person is anti-LGBT.,,InvaderNeri17,America 
528,"@philthatremains No, just an insult to Biden, not to people who voted for him. Lots of people just think Let's Go Brandon is funny.

You must be confusing this with how SNL and Colbert and, you know, basically the entire entertainment industry spewed hate directly at Trump voters for four years.",,ParryDuckKill,
529,"@FranceneCorbeil @GMA @TerryMoran Trump had every right to call for a protest. God knows Dem did during Trump’s entire presidency. Gen Millie called out the Natl Guard for the BLM PROTEST but refused to call them out for Jan 6th? They told him the Capital will be attacked not maybe

https://t.co/IhihZBbbpf",,mcforgod,
530,"@RanceRob @Bryan_Hawn @mbieseck @AP Bruh

https://t.co/FJtPitNUbU",,Dogsandsailors1,"Norfolk, VA"
531,"https://t.co/07SEW6ZI1B  He did stop the protest and the only deaths were protestors.  This committee is a sham and a perfect example of the totalitarian Pelosi Congress. Remember every time they mention deaths, it was a protestor, not Capital police.",,BarryFroemming,"Salt Lake City, UT"
532,"It amuses me that Trump still dominates the news. And it's because of the very people who hate him. Someday, people will learn to starve him of attention, to which he'll implode...",,todd_schnick,Chicago Loop
533,"Why hasn’t #GeorgeLopez been arrested for threatening @Trump
 as well? Has #KathyGriffin began her prison sentence yet? Ppl need to serve time for threats! 

Florida security guard charged with threatening to kill Trump in retaliation for Soleimani",,TomTom75595329,Phoenix
534,"@patriottakes This pic alone would ruin a political career, rightfully so! Trump made hate great again, along with having no class, intelligence, respect for law, the president, flag, or will of the people! Posing with a gun makes a patriot like DJT posing with a Bible makes him a Christian!",,ChiariQueenT,"New York, USA"
535,"@Michael_Z1012 Love, of course, but I was born that way but into world and family of haters. Never understood them. It's just not me. Find haters almost always hate cats, since they are not as obedient as dogs. The extreme haters dislike all animals, and a good example of that was Trump.",,SueRomulus,🌊 Michigander (for now) 🌊
536,"@crap_political @DicoLibere @jimsciutto I led the resistance in Orlando in 2017. Black people would only show up in BLM protests. How about LGBT issues? They are homophobic. How, about gun issues? They love guns too. Resistance: We want to see Trump's taxes.BLM:We want to collect money for B on B violence in Pine Hills",,JayinOrl,"Orlando, FL "
537,"@joe41clayton But.. you can check the tape. He was ALWAYS for them. Pelosi, Harris, they all went on tape saying they wouldn’t trust the vax. Pelosi even went to her Chinatown in cali to say Covid was nothing to worry about. You can hate Trump, sure, but this is far from a new maneuver.",,gruffmadness,
538,"They didn't resign in protest, they saw an opening &amp; took it. But they're still on all 4s for a two-bit con man. They're no patriots, they're just spineless! #GOPBetrayedAmerica

They resigned in protest over #Jan6th — then never went after Trump again https://t.co/szyjFEA756",,robsaxan,TX WI - USA - CA VA
539,@LoCoSiEmPrE @benamckee @DevinsOtherCow2 What was Trump pulling? Calling for a protest/rally like any blm organizer does?,,AkonFenty1,
540,I take it as y’all misread or misunderstood Martín on what he was trying to explain? Because from what I’m seeing all he was telling this girl is that he was tired of people blaming Scott for being anti-LGBT and all because Scott supported a trump organization.,,InvaderNeri17,America 
541,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/jnKVv5oxRJ via @politico,,intpolicydigest,"Virginia, United States"
542,"1)V.O has described immigrants as Poison and muslim Invaders
2) Has made anti-Semetic remarks
3) Has tried to crush peaceful protest and independent journalists
4) Has close ties to Russia and China
Trump loves right-wing dictators so endorsement is not  surprise. https://t.co/FbqmoqeTJ9",,D0Ne_That,world
543,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/WTy9B7F2CS,,jcmarbury,"Shaker Heights, OH"
544,"This shoot to kill commandos may have been deployed on  Jan 6 but they never made it to the Capitol Building. They should’ve gone to the West Wing in the White House to make Donald Trump pee his pants, we all know he’s a coward https://t.co/xvQIgzg51r",,mega1charles,
545,Remember when Trump claimed that he is the best friend the LGBT community ever had? https://t.co/Rzm52mZ29q,,JoeMyGod,"Manhattan, NY"
546,"@PaulCogan @barbcast60 WOW! The negativity &amp; hate ""The Cult of Trump"" manifests is very disturbing!",,Bella2Gia,
547,"@RpsAgainstTrump Dopamine hits , the trump people who hate themselves but wanna aspire to be more like rogan, he became their hero",,scotlandishson,
548,@NancySinatra I hate to break it to Liz but there is no Republican party any longer it is the Russia republican Nazi party of Trump if she thinks the republican party exists it does not,,AntoniaGaius,
549,"They resigned in protest over Jan. 6 — then never went after Trump again 
https://t.co/0xOJWPy5hO",,KPBabaganoush,"Las Vegas, NV"
550,@tribelaw Garland are you listening? Trump is holding a celebratory hate rally on 1/6. Rubbing it in our faces. It would be a great day to do some justice.,,ProudAmericanWA,"Washington, USA"
551,"@sberghuis43 @kirsten_klang @mcnerfball @EmilyWKennedy @mail_american Hate him but will never lie about him
He did say that on March 10
Stock market did lose 10% March 11
WHO did declare pandemic March 11
Trump did declare pandemic March 17

Only facts not opinion",,Intellectard,District 9
552,"@RonFilipkowski I have an idea too - game called ""Why We Hate Trump"", and it's a board game where, when you land on a spot, it spouts one of the things Trump's said. Favorites like ""Good people on both sides"", ""I like heroes who weren't captured"", and ""I love Hispanics!"" while eating a taco.",,Fargol72879419,
553,@JeanaB95143412 @BillKristol Your equivocation is simply inaccurate and out of context. A protest vote by a few congressmen is not the same as what happened last year. Letting the votes of the people be undermined is how democracy dies and what trump did occurs all over the world supported by people like you,,edisoncguerra,
554,i honestly hate scott cawthon less for being a trump supporter than i hate him for being the reason i have animatronic animal porn on my nsfw account's timeline,,dumbfuckhazard,"Silesia, Poland"
555,"@csuziesun Trump brought out the worst in Republicans, so much hate.",,HellcatMaria,
556,"It is Monday January 03, 2022, 10:26:02. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
557,"@ABCPolitics @ABC Trump will be charged with treason!!
the crime of betraying one's country, especially by attempting to kill the sovereign or overthrow the government.",,FranceneCorbeil,
558,"🤔💯Open SmartNews and read ""They resigned in protest over Jan. 6 - then never went after Trump again"" here: https://t.co/oYNWgX6x3k 
To read it on the web, tap here: https://t.co/Sf19cdJLKZ",,oldskool19999,
559,"What Trump was doing behind the scenes was the bad part of last election. January 6th happened because of poor preparation. With fewer troops and police, nearly every protest in DC over the last 4 years would have ended the same way. It wasn't for lack of trying.",,colorblindk1d,"New Jersey, USA"
560,"McConnell &amp; McCarthy hate themselves for licking trump’s boots &amp; ass

They swore an Oath to support &amp; defend Constitution against all enemies foreign or domestic trump is their Constitution to the republican party they've defended👨who sent domestic terrorists to Attack Capitol",,johnsonvenida3,
561,"@rani_yachts @CPucelli @HardballChris Well I know the Movie @davidsirota released really angered the Bases of Liberals, Centrists, Moderates, Neocons &amp; Trump TEA Party, and no doubt see this film as ""Too Far Left"" I figured, something to remind us the Rich would really hate this film.

https://t.co/EqqYYGD0UP",,jeffchao228,"Bremerton, Washington State"
562,"@KnucklesRhea @MSNBC Trump committed treason,
the crime of betraying one's country, especially by attempting to kill the sovereign or overthrow the government.",,FranceneCorbeil,
563,They resigned in protest over Jan. 6 - then never went after Trump again https://t.co/WVpjJAfjgD #SmartNews,,PLFord52,Toledo Ohio
564,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/Ccz9GgtNe5 via @politico,,SalVadacchino1,"🇨🇦 Montréal, Québec 🇨🇦"
565,@JimCarrey Love or hate trump she was just the worst First Lady. She couldn’t put together a sentence on the spot and did absolutely nothing for 4 years.,,tpathagod,
566,"@CBSNews @NorahODonnell McKrappy: ""Mister President. You have to go on camera and ask these people to stop!""

Trump: ""Heh heh heh.....lookit them breaking stuff. WOO! Did you see that? They made a gallows! HeeHeeHeeHeeHeeHehehehehehehHeeHeeHeeHee! Kill.....KILL!"" https://t.co/a8f31Cs2zg",,GibDatCandeh,
567,@mcnicol_ed @MSNBC Dudes who spend all day online crying about Donald Trump are the absolute worst. We get it bro you hate trump and him getting elected like ruined your life or something. Sorry man get over it it’s 2022 for gods sake.,,MikePerreault11,
568,You Trump swallow bold made Fox hate you gets scott adams,,babbarfan43,Fighting the good fight
569,Know their names: They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/QKyEin2rPD via @politico,,Birchbark_Canoe,photos are mine unless noted
570,"@Stocktrader6565 🤣🤣🤣. So by your logic, the media has lied on Trump but not Biden? I'm not a conspiracy theorist. I feel the way I do based on the words I have heard come out of his mouth, and things he wrote. Biden is bad but not actively making ppl form hate cults in his name. Who even are U",,darriceg,
571,"Speech you hate isn’t hate speech, incl flags. In my neighborhood in Tampa, we had Biden signs alongside trump signs and no one felt the need to damage personal property as this man is suggesting. I’m sure an F trump sign would be a-ok tho. Former 25+ yr Dem. disgusted by this. https://t.co/1nQa0BMj3n",,KirseyBelle,"Florida, USA"
572,They resigned in protest on Jan. 6 – then Trump was never chased again https://t.co/r7kp7AXMca,,TittlePress,United Kingdom
573,They resigned in protest over Jan. 6 — then never went after Trump again |  Politico https://t.co/ad6UlaCVfQ,,topmemeorandum,
574,"Look, I HATE Trump. But dude, he’s got a point.

And also he’s one of the most pleasant Republicans I’ve ever spoken to! So maybe stop obsessing over the opinion of some guy on the internet https://t.co/QDMULL5aH5 https://t.co/bIrwknlb8e",,BraydenWFunni,50 Meters From Your Location
575,@VelshiMSNBC @MollyJongFast I disagree! Trump needs to be ignored! He won't say anything new! The same hate &amp; violence laced rhetoric only needs the attention of the January 6th Committee &amp; the DOJ. The public should tune out!!,,BobG_22,
576,@JenLuvsFifty @HeathenDanger @edna_aida @RSBNetwork Wrong about what?  Trump built an administration and a following based on lies and hate which have since destroyed our country.,,TheBoss73002,
